City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
380,udachnyy,10,RU,1571090131,88,66.42,112.4,-12.48,1.639
381,oranjestad,20,AW,1571090070,74,12.52,-70.03,30.0,8.2
382,sisimiut,25,GL,1571090148,65,66.94,-53.67,-5.5,4.285
383,andahuaylas,62,PE,1571090157,54,-13.66,-73.39,16.64,4.119
384,neyshabur,0,IR,1571090165,47,36.21,58.79,7.52,4.73
385,padang,89,ID,1571090174,91,-0.92,100.36,18.15,1.499
386,rock sound,0,BS,1571090183,78,24.9,-76.2,26.27,6.678
387,macau,15,BR,1571090191,72,-5.11,-36.64,27.67,11.457
388,paez,40,CO,1571090200,54,2.93,-76.46,29.0,5.7
389,masterton,100,NZ,1571090208,67,-40.95,175.66,13.89,2.68
390,ararat,0,AM,1571090217,51,39.85,44.7,11.05,0.664
391,kontagora,100,NG,1571090225,68,10.4,5.47,26.29,0.783
392,puerto colombia,75,CO,1571090234,79,10.99,-74.96,29.0,2.1
393,morros,40,BR,1571090242,83,-2.87,-44.04,27.0,6.7
394,redmond,20,US,1571090251,55,47.67,-122.12,16.67,1.5
395,pochutla,40,MX,1571090259,70,15.74,-96.47,32.22,5.1
396,betsiamites,90,CA,1571090268,81,48.94,-68.65,16.0,8.2
397,avera,1,US,1571090276,37,33.19,-82.53,28.0,2.1
398,svay rieng,46,KH,1571090285,87,11.08,105.8,24.54,1.955
399,manono,89,CD,1571090294,89,-7.3,27.4,21.97,0.235
400,hassleholm,100,SE,1571090302,87,56.16,13.77,9.44,1.0
401,faanui,0,PF,1571090311,80,-16.48,-151.75,25.35,6.61
402,trairi,7,BR,1571090319,61,-3.28,-39.27,25.71,2.74
403,luau,100,CD,1571090327,92,-10.7,22.23,19.86,2.56
404,saint-augustin,75,CA,1571090336,71,45.63,-73.98,11.67,4.1
405,osmena,86,PH,1571090344,81,12.17,124.59,26.16,4.59
406,zlitan,38,LY,1571090353,78,32.47,14.57,23.51,4.703
407,harper,1,US,1571090361,43,30.3,-99.24,31.0,2.1
408,nelson bay,0,AU,1571090369,77,-32.72,152.14,19.44,3.6
409,nacala,1,MZ,1571090378,86,-14.56,40.69,22.61,2.235
410,fenoarivo atsinanana,10,MG,1571090386,84,-17.38,49.41,20.84,2.401
411,chivacoa,68,VE,1571090395,64,10.16,-68.9,29.67,0.819
412,erdenet,0,MN,1571090407,44,49.03,104.04,-1.67,1.724
413,balkanabat,0,TM,1571090415,42,39.51,54.36,15.02,2.615
414,te anau,100,NZ,1571090424,92,-45.41,167.72,7.32,1.128
415,puerto escondido,40,MX,1571090432,70,15.86,-97.07,30.0,5.1
416,ossora,3,RU,1571090442,67,59.24,163.07,0.81,4.255
417,olhao,26,PT,1571090451,77,37.03,-7.84,16.11,3.1
418,kieta,98,PG,1571090459,75,-6.22,155.63,26.62,1.778
419,bintulu,75,MY,1571090468,94,3.17,113.03,25.0,1.0
420,hobyo,14,SO,1571090476,78,5.35,48.53,26.61,4.502
421,okha,99,RU,1571090484,78,53.59,142.95,-0.9,5.441
422,labuhan,100,ID,1571090493,88,-2.54,115.51,23.29,0.799
423,los llanos de aridane,90,ES,1571090501,68,28.66,-17.92,21.0,3.6
424,puerto leguizamo,100,CO,1571090510,58,-0.19,-74.78,30.49,1.69
425,husavik,95,CA,1571090518,80,50.56,-96.99,5.0,3.189
426,qingdao,0,CN,1571090527,75,36.09,120.35,5.0,1.0
427,nuuk,40,GL,1571090535,68,64.17,-51.74,-3.0,4.6
428,iquique,0,CL,1571090544,64,-20.22,-70.14,21.0,7.7
429,buique,55,BR,1571090552,61,-8.62,-37.16,23.81,4.384
430,ulladulla,0,AU,1571090560,82,-35.36,150.48,15.56,2.1
431,port augusta,0,AU,1571090569,93,-32.49,137.76,16.67,1.5
432,maragogi,19,BR,1571090238,78,-9.01,-35.22,25.83,7.369
433,preobrazheniye,0,RU,1571090586,62,42.9,133.91,-1.34,2.643
434,tahoua,0,NE,1571090594,20,14.89,5.26,30.06,1.807
435,hongjiang,98,CN,1571090603,96,27.21,109.83,15.28,1.549
436,honiara,75,SB,1571090611,88,-9.43,159.96,26.0,1.5
437,gimli,95,CA,1571090619,80,50.63,-96.99,4.44,0.89
438,del rio,1,US,1571090628,43,29.36,-100.9,31.0,4.356
439,gornyy,89,RU,1571090636,75,51.76,48.54,11.1,4.162
440,tura,100,RU,1571090644,97,64.27,100.22,-2.45,1.137
441,san rafael,100,AR,1571090653,91,-34.61,-68.33,2.28,5.055
442,newtonmore,100,GB,1571090662,100,57.07,-4.12,8.33,1.545
443,aalten,90,NL,1571090670,82,51.93,6.58,19.0,3.1
444,dongsheng,99,CN,1571090678,68,29.72,112.52,15.98,7.003
445,kayseri,2,TR,1571090687,35,38.73,35.48,10.0,0.5
446,buritis,98,BR,1571090696,21,-15.62,-46.42,29.36,2.281
447,araouane,31,ML,1571090704,17,18.9,-3.53,35.77,5.493
448,beruwala,100,LK,1571090713,85,6.48,79.98,25.87,1.636
449,poyarkovo,0,RU,1571090721,47,49.62,128.65,-1.01,5.542
